2022/1/1,1016.7,8,1
2022/1/2,1017.4,8,1
2022/1/3,1013.6,8,1
2022/1/4,1010.2,8,1
2022/1/5,1019.0,8,1
2022/1/6,1019.8,8,1
2022/1/7,1017.1,8,1
2022/1/8,1018.7,8,1
2022/1/9,1013.9,8,1
2022/1/10,1015.8,8,1
2022/1/11,1002.3,8,1
2022/1/12,999.8,8,1
2022/1/13,999.0,8,1
2022/1/14,1005.8,8,1
2022/1/15,1015.1,8,1
2022/1/16,1014.3,8,1
2022/1/17,1008.6,8,1
2022/1/18,1009.4,8,1
2022/1/19,1013.9,8,1
2022/1/20,1009.9,8,1
2022/1/21,1017.5,8,1
2022/1/22,1021.5,8,1
2022/1/23,1017.7,8,1
2022/1/24,1011.3,8,1
2022/1/25,1017.0,8,1
2022/1/26,1013.1,8,1
2022/1/27,1012.8,8,1
2022/1/28,1011.8,8,1
2022/1/29,1008.9,8,1
2022/1/30,1009.7,8,1
2022/1/31,1011.6,8,1
2022/2/1,1012.3,8,1
2022/2/2,1014.0,8,1
2022/2/3,1011.9,8,1
2022/2/4,1009.2,8,1
2022/2/5,1005.9,8,1
2022/2/6,1011.1,8,1
2022/2/7,1017.7,8,1
2022/2/8,1018.7,8,1
2022/2/9,1020.3,8,1
2022/2/10,1015.7,8,1
2022/2/11,1017.0,8,1
2022/2/12,1020.5,8,1
2022/2/13,1018.2,8,1
2022/2/14,1015.1,8,1
2022/2/15,1010.4,8,1
2022/2/16,1003.3,8,1
2022/2/17,1006.9,8,1
2022/2/18,1019.7,8,1
2022/2/19,1017.9,8,1
2022/2/20,1001.0,8,1
2022/2/21,1011.2,8,1
2022/2/22,1014.1,8,1
2022/2/23,1017.0,8,1
2022/2/24,1017.0,8,1
2022/2/25,1016.4,8,1
2022/2/26,1014.8,8,1
2022/2/27,1008.3,8,1
2022/2/28,1015.8,8,1
2022/3/1,1009.0,8,1
2022/3/2,1006.0,8,1
2022/3/3,1007.3,8,1
2022/3/4,1013.4,8,1
2022/3/5,1001.7,8,1
2022/3/6,1003.2,8,1
2022/3/7,1011.5,8,1
2022/3/8,1014.3,8,1
2022/3/9,1017.3,8,1
2022/3/10,1019.3,8,1
2022/3/11,1015.4,8,1
2022/3/12,1012.8,8,1
2022/3/13,1013.2,8,1
2022/3/14,1007.9,8,1
2022/3/15,1005.8,8,1
2022/3/16,1010.1,8,1
2022/3/17,1014.0,8,1
2022/3/18,1010.7,8,1
2022/3/19,993.4,8,1
2022/3/20,1008.7,8,1
2022/3/21,1017.4,8,1
2022/3/22,1017.6,8,1
2022/3/23,1016.7,8,1
2022/3/24,1013.7,8,1
2022/3/25,1023.3,8,1
2022/3/26,1011.6,8,1
2022/3/27,1001.9,8,1
2022/3/28,1016.4,8,1
2022/3/29,1026.9,8,1
2022/3/30,1020.2,8,1
2022/3/31,1012.4,8,1
2022/4/1,1019.4,8,1
2022/4/2,1025.2,8,1
2022/4/3,1026.5,8,1
2022/4/4,1021.5,8,1
2022/4/5,1018.2,8,1
2022/4/6,1014.4,8,1
2022/4/7,1012.6,8,1
2022/4/8,1013.7,8,1
2022/4/9,1014.5,8,1
2022/4/10,1016.2,8,1
2022/4/11,1015.2,8,1
2022/4/12,1010.4,8,1
2022/4/13,1008.8,8,1
2022/4/14,1015.9,8,1
2022/4/15,1008.4,8,1
2022/4/16,1005.9,8,1
2022/4/17,1016.4,8,1
2022/4/18,1014.3,8,1
2022/4/19,1012.3,8,1
2022/4/20,1018.2,8,1
2022/4/21,1016.5,8,1
2022/4/22,1006.0,8,1
2022/4/23,1007.0,8,1
2022/4/24,1011.5,8,1
2022/4/25,1011.4,8,1
2022/4/26,1007.9,8,1
2022/4/27,1003.8,8,1
2022/4/28,1015.9,8,1
2022/4/29,1006.9,8,1
2022/4/30,1013.0,8,1
2022/5/1,1008.7,8,1
2022/5/2,1006.4,8,1
2022/5/3,1013.7,8,1
2022/5/4,1017.3,8,1
2022/5/5,1019.5,8,1
2022/5/6,1019.1,8,1
2022/5/7,1013.5,8,1
2022/5/8,1012.3,8,1
2022/5/9,1015.9,8,1
2022/5/10,1017.4,8,1
2022/5/11,1017.0,8,1
2022/5/12,1014.3,8,1
2022/5/13,1006.6,8,1
2022/5/14,999.6,8,1
2022/5/15,1007.7,8,1
2022/5/16,1009.7,8,1
2022/5/17,1012.4,8,1
2022/5/18,1016.1,8,1
2022/5/19,1014.9,8,1
2022/5/20,1012.2,8,1
2022/5/21,1008.4,8,1
2022/5/22,1002.5,8,1
2022/5/23,1007.9,8,1
2022/5/24,1013.2,8,1
